id;ip;Q1;Q2A;Q2B;Q2C;Q2D;Q2E;Q2F;Q3A;Q3B;Q4A;Q4B;Q4C;Q5A;Q5B;Q5C;Q5D;Q5E;Q5F;Q5G;Q5H;Q6A;Q6B;Q7A;Q7B;Q7C;Q7D;Q7E;Q7F;Q7G;Q7H;Q7I;Q8A;Q8B;Q8C;Q8D;Q8E;Q8F;Q8G;Q8H;Q9;Q10;Q11A;Q11B;Q12A;Q12B;Q13A;Q13B;Q14
1150;70.80.197.45;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q47;Q45;3;3;;;;;4;;Q64;;Non;Non;Non;Oui;Oui;Non;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Citoyen canadien;;
1152;184.163.105.230;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q48;4;5;5;5;4;4;4;5;Q61;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Oui;Oui;Non;;Maîtrise professionnelle;;Chimique;;Un homme;;Résident permanent;;
1154;10.200.56.33;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q48;Q45;4;5;4;5;4;4;5;5;Q64;Q62;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Autre;Msc Finances;Un homme;;Étudiant étranger;;
1157;10.200.56.33;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q45;Q43;Q41;4;4;4;3;3;5;5;5;Q64;Q63;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Citoyen canadien;;
1168;192.222.197.135;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q48;Q46;2;4;5;5;3;4;4;4;Q64;Q61;Oui;Oui;Non;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Non;Oui;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Citoyen canadien;;
1213;10.200.26.210;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q48;3;3;2;4;4;3;3;4;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;
1244;10.200.50.132;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q47;Q46;4;4;5;5;5;4;5;5;Q61;Q64;Non;Non;Non;Non;Oui;Oui;Non;Non;;Oui;Non;Non;Non;Oui;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Citoyen canadien;;
1301;64.228.81.33;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q48;Q41;Q45;2;4;3;4;5;5;5;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Non;Oui;Non;Non;;Maîtrise professionnelle;;Mécanique;;Une femme;;Étudiant étranger;;
1324;142.182.20.68;Oui;Oui;Non;Non;Non;Non;;Q3A4;;Q47;Q45;Q43;4;3;4;5;5;2;2;2;Q62;Q61;Oui;Oui;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Autre;Science des données;Un homme;;Citoyen canadien;;
1352;132.207.127.28;Oui;Non;Oui;Oui;Non;Non;;Q3A4;;Q41;Q45;Q48;2;3;5;4;4;4;4;5;Q62;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;
306;184.160.146.226;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A5;Lorsque j'aurai un business plan assez solide;Q48;Q43;Q41;3;4;5;4;3;4;4;5;Q64;Q61;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Citoyen canadien;;Mettre en place un espace de co-working / incubateur d'entrepreneuriat à Poly
454;142.169.78.113;Oui;Non;Non;Non;Non;Oui;;Q3A1;;Q44;Q41;Q48;5;5;4;3;3;4;4;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Non;Oui;Oui;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Résident permanent;;
533;24.114.108.60;Oui;Oui;Oui;Non;Non;Non;;Q3A1;;Q48;Q47;Q45;1;3;5;5;3;5;5;5;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Biomédical;;Un homme;;Citoyen canadien;;
675;204.48.77.229;Oui;Oui;Oui;Oui;Non;Non;;Q3A1;;Q42;Q47;;5;4;5;5;3;3;5;3;Q64;Q61;Non;Non;Non;Non;Oui;Non;Non;Non;;Oui;Non;Non;Oui;Non;Oui;Non;;Maîtrise professionnelle;;Informatique;;Un homme;;Citoyen canadien;;
1298;23.233.165.228;Peut-être;Oui;Non;Non;Non;Non;;Q3A1;;Q42;Q41;Q47;2;4;2;2;2;4;5;5;Q62;Q61;Oui;Oui;Non;Non;Oui;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Autre;MBA-ITC avec HEC;Un homme;;Citoyen canadien;;
1307;66.131.127.230;Peut-être;Oui;Oui;Non;Non;Non;;Q3A1;;Q41;Q42;Q44;5;5;4;4;4;5;5;5;Q62;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Informatique;;Un homme;;Étudiant étranger;;
180;70.53.184.226;Oui;Oui;Non;Oui;Non;Non;;Q3A3;;Q44;Q42;Q41;2;2;2;5;5;2;2;2;Q62;Q63;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Citoyen canadien;;
406;96.20.111.22;Oui;Non;Non;Non;Oui;Non;;Q3A3;;Q45;Q48;Q46;1;1;5;4;1;1;1;5;Q61;Q64;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise professionnelle;;Aérospatial;;Un homme;;Citoyen canadien;;
559;132.207.41.197;Oui;Non;Oui;Non;Non;Non;;Q3A3;;;;;;;4;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Mécanique;;Un homme;;Résident permanent;;
594;142.116.211.77;Oui;Oui;Oui;Oui;Non;Non;;Q3A3;;Q43;Q48;Q44;;2;3;2;;1;4;5;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Chimique;;Un homme;;Résident permanent;;
911;142.119.74.171;Oui;Oui;Oui;Oui;Non;Non;;Q3A3;;Q42;Q47;Q48;2;;;;;;1;3;Q61;Q62;Non;Oui;Non;Oui;Oui;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Informatique;;Une femme;;Résident permanent;;Oui, quelle serait la meilleure alternative de commencer son projet pour un étudiant ? Pendant ou après sa sortie de poly?(avantages et inconvénients )
913;24.225.203.251;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A3;;Q48;Q47;Q46;3;3;5;4;5;3;5;5;Q62;Q64;Non;Oui;Non;Non;Non;Oui;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Mécanique;;Un homme;;Étudiant étranger;;
1101;69.157.188.55;Oui;Oui;Oui;Non;Non;Non;;Q3A3;;Q41;Q48;Q46;4;5;5;4;3;3;3;5;Q64;;Non;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Résident permanent;;
1128;10.200.42.139;Peut-être;Oui;Oui;Non;Non;Non;;Q3A3;;Q41;Q46;Q48;4;3;4;4;5;4;3;5;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Oui;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
1209;142.117.197.128;Oui;Non;Non;Oui;Non;Non;;Q3A3;;Q41;Q48;Q45;4;4;5;2;3;4;4;5;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;
1228;199.167.111.226;Oui;Oui;Oui;Non;Non;Non;;Q3A3;;Q43;Q41;Q48;5;5;5;5;5;5;5;5;Q61;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Citoyen canadien;;je trouve le vrai problème est lié directement à la politique et non à la demande du marché. crée un nouveau produit exige une acceptabilité politique ( de lobbying syndical) car cela exige une nouvelle compétence de main oeuvre  et de sortir de l'ordinaire et cela est non souhaité par la politique actuelle ni par les banques à moins que l'idée ou inactivation ne  touche pas ce monde
203;132.211.90.125;Oui;Non;Oui;Oui;Non;Non;;Q3A2;;Q47;Q41;;3;1;5;4;5;5;5;5;Q64;Q61;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Chimique;;Une femme;;Étudiant étranger;;
334;10.200.7.199;Oui;Oui;Oui;Non;Non;Non;;Q3A2;;Q48;Q43;Q47;3;4;4;3;2;4;4;5;Q64;Q61;Non;Oui;Oui;Oui;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Étudiant étranger;;
721;144.172.154.168;Oui;Non;Oui;Oui;Non;Non;;Q3A2;;Q42;Q43;;3;2;5;5;5;3;3;2;Q63;Q62;Oui;Oui;Non;Oui;Oui;Non;Oui;Non;;Non;Non;Non;Oui;Oui;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Citoyen canadien;;Créditer le stage entrepreneurial pour la maîtrise recherche. Je crois que c'est le meilleur moment pour un étudiant de lancer son entreprise. Lors du bac, à la quatrième année, les étudiants sont débordés, s'ils sont sérieux sur leur entreprise,  ils devront sacrifier beaucoup de leur 4 ième années, laquelle est rempli de petits et grands projets qui consomment beaucoup de temps (donc moins pour l'entreprise).
1047;132.204.219.202;Oui;Non;Non;Oui;Non;Non;;Q3A2;;Q46;Q41;Q48;1;2;3;3;5;3;3;5;Q64;Q61;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Oui;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
65;10.200.1.129;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Oui;Oui;Non;Oui;Non;Non;Non;;Oui;Oui;Non;Non;Non;Oui;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Un homme;;Citoyen canadien;;
126;135.19.41.72;Non;Oui;Non;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Civil;;Une femme;;Étudiant étranger;;
273;10.10.7.30;Non;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;Oui;Non;;Maîtrise professionnelle;;Civil;;Une femme;;Citoyen canadien;;
312;10.200.45.49;Non;Oui;Non;Oui;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Non;Non;Oui;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Étudiant étranger;;
315;132.204.220.193;Peut-être;Non;Non;Oui;Non;Non;;;;;;;3;3;3;4;3;3;2;4;;;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Électrique;;Un homme;;Étudiant étranger;;
336;132.207.124.42;Non;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;Oui;Oui;Non;Non;Non;Non;Oui;Non;;Non;Non;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Biomédical;;Un homme;;Citoyen canadien;;
356;10.200.16.29;Non;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise professionnelle;;Aérospatial;;Un homme;;Étudiant étranger;;
511;70.48.126.67;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise professionnelle;;Biomédical;;Un homme;;Étudiant étranger;;
519;206.167.243.2;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Biomédical;;Un homme;;Étudiant étranger;;
573;10.200.57.14;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise professionnelle;;Industriel;;Une femme;;Étudiant étranger;;
652;174.92.213.122;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Oui;Oui;Oui;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Citoyen canadien;;
817;137.175.140.47;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise professionnelle;;Civil;;Ne souhaite pas répondre;;Ne souhaite pas répondre;;
845;142.19.97.3;Non;Non;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Oui;Non;Non;Non;Non;;Non;Non;Oui;Non;Oui;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Citoyen canadien;;- Conférences avec des invités entrepreneurs - Le cours de Commercialisation de nouveaux produits et service avec Christian Wooperer est super! Tout au long de la session, plusieurs invités entrepreneurs sont venus nous parler en classe. C'est une excellente manière de promouvoir & de faire découvrir l'entrepreneuriat.
871;66.131.200.106;Non;Non;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Oui;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Informatique;;Un homme;;Étudiant étranger;;
954;132.207.88.24;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Une femme;;Citoyen canadien;;
989;70.48.156.44;Peut-être;Non;Non;Non;Oui;Non;;;;Q41;Q46;Q48;3;3;4;5;4;4;4;4;Q64;;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Civil;;Un homme;;Étudiant étranger;;
1012;69.159.167.19;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Une femme;;Étudiant étranger;;
1085;69.165.144.82;Peut-être;Non;Non;Non;Non;Oui;;;;;;;;;;;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;;Non;Non;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Chimique;;Ne souhaite pas répondre;;Ne souhaite pas répondre;;
1088;70.83.160.113;Peut-être;Oui;Non;Non;Non;Non;;;;Q41;Q42;Q43;4;4;3;3;4;4;4;4;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Biomédical;;Une femme;;Étudiant étranger;;
1107;206.167.243.2;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise professionnelle;;Énergétique et nucléaire;;Une femme;;Étudiant étranger;;
1109;10.200.46.183;Non;Non;Oui;Oui;Non;Non;;;;;;;;;;;;;;;;;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
1210;137.175.227.123;Non;Oui;Non;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Oui;Non;Non;Non;Non;Non;;Maîtrise professionnelle;;Informatique;;Un homme;;Étudiant étranger;;
1290;10.200.47.75;Non;Oui;Oui;Non;Non;Non;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Oui;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise professionnelle;;Biomédical;;Un homme;;Citoyen canadien;;
1313;216.208.69.215;Non;Oui;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
34;67.71.241.135;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q45;Q41;Q42;4;5;5;5;5;3;5;3;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;
38;10.200.58.212;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q48;Q46;Q41;4;3;4;4;3;4;4;5;Q62;;Non;Oui;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Maîtrise recherche;;Aérospatial;;Un homme;;Étudiant étranger;;non merci
42;132.207.211.191;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q48;Q43;2;2;2;1;2;3;4;5;Q64;Q63;Non;Non;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Industriel;;Un homme;;Étudiant étranger;;non
43;10.200.42.35;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q42;Q41;;5;4;3;3;3;4;5;5;Q61;Q62;Oui;Non;Oui;Oui;Oui;Non;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
54;132.207.54.228;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q42;Q43;2;3;4;4;3;3;3;5;Q62;Q64;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;;Non;Non;Non;Non;Non;Non;Non;Je ne sais pas;Maîtrise recherche;;Civil;;Un homme;;Citoyen canadien;;Je suis en traitement des eaux. J'ai cette impression (je ne sais pas à quel point elle est vrai) qu'il serait difficile pour moi de me lancer en affaire dans mon domaine, dans la situation actuelle (Sans expérience professionnelle particulière ni beaucoup d'argent). Cet aspect représente, pour moi, le frein à mes réflexions.
57;142.119.34.46;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q41;Q42;Q45;2;4;2;2;3;4;4;3;Q61;Q63;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Industriel;;Un homme;;Étudiant étranger;;
68;132.207.24.113;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q47;Q45;5;5;4;4;3;5;5;5;Q62;Q63;Oui;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Aérospatial;;Un homme;;Citoyen canadien;;
69;10.200.2.196;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q42;Q46;Q48;2;3;4;5;2;3;5;3;Q61;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
79;10.200.56.109;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q46;Q41;Q47;2;3;4;4;4;4;4;4;Q61;Q63;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Électrique;;Une femme;;Citoyen canadien;;
83;132.207.66.53;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q47;Q42;Q41;4;5;5;4;4;5;4;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Résident permanent;;
96;132.207.66.122;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q48;Q43;4;4;5;3;5;5;5;5;Q62;Q64;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;
97;10.200.40.168;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q42;Q41;Q45;4;5;3;4;4;4;5;4;Q61;Q64;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
101;10.200.29.100;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q41;Q42;Q45;1;2;3;2;3;3;2;2;Q64;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;
114;132.207.54.215;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q41;Q48;4;4;4;3;3;4;4;5;Q62;Q61;Non;Oui;Oui;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Minéral;;Un homme;;Étudiant étranger;;
117;10.200.11.3;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q47;Q46;Q45;4;5;3;4;1;3;4;3;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Citoyen canadien;;
118;10.200.21.66;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q48;Q47;Q45;3;3;1;1;1;2;4;5;Q61;Q62;Oui;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Électrique;;Une femme;;Citoyen canadien;;
119;132.207.234.149;Peut-être;Non;Oui;Oui;Non;Non;;Q3A4;;Q48;Q43;Q46;4;5;5;;5;5;5;5;Q64;Q63;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;
121;184.162.218.190;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q46;Q47;Q48;3;5;4;4;4;5;4;5;Q61;;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Chimique;;Une femme;;Étudiant étranger;;
123;10.200.61.20;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q41;Q48;Q43;1;2;4;4;3;2;2;3;Q61;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;Non, merci !
152;10.200.39.20;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q42;Q41;Q44;4;3;5;4;4;5;5;5;Q64;Q61;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
176;10.200.47.4;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q47;Q42;Q48;5;5;5;5;5;5;5;5;Q62;Q64;Oui;Non;Oui;Non;Oui;Non;Non;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;
211;206.167.243.2;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q42;Q47;4;4;5;1;1;5;5;4;Q61;Q63;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;Non;Oui;;Maîtrise recherche;;Civil;;Une femme;;Citoyen canadien;;
229;10.200.42.194;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q48;Q44;Q43;5;3;5;5;3;4;5;5;Q61;Q64;Non;Oui;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;Je suis en fin de cursus, c'est pourquoi j'ai mis ne pas désirer d'informations sur les possibilités à Poly, mais bon courage et merci!
238;10.200.5.40;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q42;Q41;3;4;5;5;5;4;5;5;Q64;Q62;Non;Oui;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;
292;10.200.33.82;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q41;Q48;4;4;4;2;2;5;3;4;Q62;Q61;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Aérospatial;;Un homme;;Citoyen canadien;;
299;24.157.150.21;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q42;Q43;3;3;4;4;4;3;3;4;Q61;Q64;Non;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Minéral;;Un homme;;Citoyen canadien;;
318;10.200.29.193;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q41;Q44;3;4;3;4;4;4;4;4;Q63;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Mathématiques de l'ingénieur;;Un homme;;Étudiant étranger;;
330;10.200.28.154;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q42;Q48;Q43;3;5;4;5;5;4;5;5;Q64;Q62;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Citoyen canadien;;
392;10.10.6.124;Oui;Oui;Non;Non;Non;Non;;Q3A4;;Q46;Q47;Q48;4;3;5;5;4;4;5;4;Q64;Q62;Oui;Oui;Non;Oui;Non;Non;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;Présence pendant les Journées carrières et stages.;Maîtrise recherche;;Chimique;;Un homme;;Citoyen canadien;;
